X,Y,Theta
0.12,0.0,0.0
0.23575919110246668,0.03161976716079035,0.012647906864316142
0.32949890319783026,0.10653883266669714,0.042138904329604994
0.3871295843690312,0.21179425812184116,0.0832325898524332
0.4407049637426511,0.31917059967328676,0.12425281061722143
0.4951477155526422,0.42610977292311,0.16399979404924178
0.5582773423951091,0.5281619665042911,0.20015018373673207
0.6364428097876134,0.619212280657024,0.22962701015051695
0.7280868905156086,0.6966807417719881,0.25145721513546615
0.8274761126807724,0.7639249423948203,0.2676171508308668
0.9315988146417697,0.8235777959421681,0.27961548513491796
1.0397089660510062,0.8756565359641002,0.2877031606904794
1.1515072127683115,0.9192587380981272,0.29173806361384197
1.266564615935292,0.9533438371367233,0.29155900369224885
1.3842307970357997,0.9768952665035904,0.28705293919626246
1.5036193609421111,0.9889936469071223,0.2781734272038357
1.6236193407378579,0.9889240119992874,0.2649658581659229
1.742954968589035,0.9763141775291084,0.24759748046211083
1.860315049906374,0.9512819720092675,0.2263851226117975
1.9745525620382756,0.9145424725309995,0.20180776443124512
2.084898283668481,0.8673850582898733,0.17448049597548582
2.191049350813048,0.8114212222520385,0.14506386096523755
2.2931136261915284,0.7483111304166932,0.11418338466538586
2.391260110597006,0.679265727971307,0.08227212410123066
2.486772761299586,0.606620469655523,0.05017264139313432
2.5762846074404284,0.5266978233000741,0.016448147457429486
2.6709105616620366,0.45290128687965603,-0.013689014782751967
2.751038740995389,0.3635733803961718,-0.04897809298291241
2.8408301765760062,0.28396497571191825,-0.0790248466268862
2.9228731800178003,0.19639245955388074,-0.11135385730612632
3.0061147900447285,0.10995847109954171,-0.14201327120853136
3.0885787457125553,0.022782235716183458,-0.1718640651988722
3.1709423311895186,-0.06448883501965051,-0.20062390823911802
3.2536762108687616,-0.15140894289590978,-0.22809968083678675
3.3372637072093654,-0.23750848096383165,-0.2540868809465315
3.422194981916876,-0.3222827611233081,-0.27836847318583297
3.508955979386128,-0.4051834807712127,-0.300715929233643
3.5980140590035203,-0.4856114513713851,-0.32089167810860353
3.6898010584623613,-0.5629105246539461,-0.3386526814279603
3.7846945938807584,-0.6363626650978941,-0.3537547136926823
3.8829982497152233,-0.7051841097905122,-0.3659568461743525
3.9849207885419897,-0.7685228505350701,-0.375025766679317
4.090553781370646,-0.8254585232373486,-0.380739984263805
4.1998465919429036,-0.8750073028107825,-0.3828946049046233
4.312578116113272,-0.9161364100005276,-0.38130802032837385
4.428326745030347,-0.9477948196860635,-0.37583224445269003
4.546444084428031,-0.9689677772879735,-0.36636846230297704
4.6660437791266896,-0.9787612969815047,-0.3528883401213281
4.786022788036643,-0.9765168770151528,-0.3354595350713595
4.9051346572672605,-0.9619442105334061,-0.3142705859071104
5.022125813421918,-0.9352408515387671,-0.2896465354471004
5.135919536610512,-0.897149007754597,-0.2620440764018358
5.245791211177401,-0.8488974261445862,-0.23201718000447077
5.3514517930319165,-0.7920129691974971,-0.20015481028048565
5.4529918421007215,-0.728062844607277,-0.1670101256357427
5.5507329784345085,-0.6584448134071633,-0.1330511816579379
5.645086779988594,-0.5843006286568254,-0.09864887869768968
5.736475437707503,-0.5065310122225382,-0.0640919646470264
5.825306246195987,-0.4258520963691238,-0.029610880263383536
