X,Y
0.0,0.0
0.1001669449081803,0.09999952613385918
0.2003338898163606,0.1989965539646099
0.3005008347245409,0.295998635265245
0.4006677796327212,0.3900333212086399
0.5008347245409015,0.4801579111967399
0.6010016694490818,0.5654689034628418
0.7011686143572621,0.6451110527043951
0.8013355592654424,0.7182859439432757
0.9015025041736228,0.784259996660323
1.001669449081803,0.8423718189624441
1.1018363939899833,0.8920388380565398
1.2020033388981637,0.9327631405595445
1.302170283806344,0.9641364640952953
1.4023372287145242,0.985844290137321
1.5025041736227045,0.9976689970666733
1.6026711185308848,0.9994920418353026
1.7028380634390652,0.9912951483637342
1.8030050083472455,0.9731604907593236
1.9031719532554257,0.9452698695183205
2.003338898163606,0.9079028889703425
2.1035058430717863,0.861434154236433
2.2036727879799667,0.8063295158012829
2.303839732888147,0.7431413993478969
2.4040066777963274,0.6725032676732523
2.5041736227045077,0.5951232702044151
2.604340567612688,0.5117771437789101
2.704507512520868,0.4233004358592365
2.8046744574290483,0.3305801281440403
2.9048414023372287,0.2345457445495029
3.005008347245409,0.1361600327036952
3.1051752921535893,0.036409312372207986
3.2053422370617697,-0.06370641242761664
3.30550918196995,-0.16318347849749568
3.4056761268781304,-0.26102462521241604
3.5058430717863107,-0.3562489920888531
3.606010016694491,-0.4479019519410698
3.7061769616026714,-0.5350646810478045
3.8063439065108513,-0.6168633703881335
3.9065108514190316,-0.6924779856035911
4.006677796327212,-0.7611504878676502
4.106844741235393,-0.8221924332481092
4.207011686143573,-0.8749918743785325
4.307178631051753,-0.919019495249288
4.407345575959933,-0.9538339176167058
4.507512520868113,-0.9790861258334476
4.607679465776294,-0.994522965741032
4.707846410684474,-0.999989682548001
4.808013355592655,-0.9954314722514315
4.908180300500835,-0.9808940310487375
5.008347245409015,-0.9565230972318958
5.108514190317195,-0.9225629901566188
5.208681135225376,-0.879354160933352
5.308848080133556,-0.8273297793944976
5.409015025041736,-0.7670113915536149
5.509181969949917,-0.6990036910907091
5.609348914858097,-0.6239884572796264
5.709515859766277,-0.5427177201300097
5.809682804674457,-0.456006221263494
5.909849749582638,-0.36472324610406365
6.010016694490818,-0.26978390926513884
6.110183639398999,-0.17213998049762513
6.210350584307179,-0.07277034316910382
6.3105175292153595,0.02732881907182641
6.410684474123539,0.12715400906703941
6.510851419031719,0.22570447623854112
6.6110183639399,0.3219922491435705
6.71118530884808,0.4150520399184796
6.811352253756261,0.5039509213190491
6.911519198664441,0.5877976793445928
7.011686143572621,0.6657517476855357
7.111853088480801,0.7370316344263287
7.212020033388982,0.800922756525772
7.312186978297162,0.8567846035338184
7.412353923205343,0.9040571587283985
7.512520868113523,0.9422665133001566
7.612687813021703,0.9710296173027385
7.712854757929883,0.9900581197401993
7.813021702838063,0.9991612592945429
7.913188647746244,0.998247776713761
8.013355592654424,0.9873268296886201
8.113522537562604,0.966507901046533
8.213689482470786,0.935999701182869
8.313856427378965,0.8961080757328703
8.414023372287145,0.8472329394598159
8.514190317195325,0.7898642670973093
8.614357262103505,0.7245771813376122
8.714524207011687,0.6520261872090909
8.814691151919867,0.5729386106433261
8.914858096828047,0.48810730701043104
9.015025041736227,0.39838271271976045
9.115191986644408,0.30466431956893464
9.215358931552588,0.20789165731110784
9.315525876460768,0.10903487484049315
9.415692821368948,0.009085014420079786
9.51585976627713,-0.09095592354731946
9.61602671118531,-0.1900850256036968
9.71619365609349,-0.28730851947390185
9.81636060100167,-0.3816517366630391
9.91652754590985,-0.47216888353789366
10.01669449081803,-0.557952522936987
10.11686143572621,-0.6381426712558245
10.21702838063439,-0.7119354198087999
10.31719532554257,-0.7785909940383117
10.417362270450752,-0.8374411697772945
10.517529215358932,-0.8878959722168959
10.617696160267112,-0.9294495904219564
10.717863105175292,-0.9616854481010761
10.818030050083472,-0.9842803797966578
10.918196994991654,-0.9970078706284876
11.018363939899833,-0.9997403271123253
11.118530884808013,-0.9924503562884815
11.218697829716193,-0.9752110403370742
11.318864774624375,-0.9481952039269407
11.419031719532555,-0.9116736816430575
11.519198664440735,-0.8660126028615528
11.619365609348915,-0.8116697212915318
11.719532554257096,-0.7491898259801639
11.819699499165276,-0.6791992797858534
11.919866444073456,-0.60239974007145
12.020033388981636,-0.5195611245677654
12.120200333889816,-0.43151389292480935
12.220367278797998,-0.33914072132843853
12.320534223706177,-0.2433676536446456
12.420701168614357,-0.14515481780151504
12.520868113522537,-0.04548680047743178
12.621035058430719,0.054637223410438515
12.721202003338899,0.1542135074651982
12.821368948247079,0.25224379639850786
12.921535893155259,0.3477453335703278
13.021702838063439,0.4397607131542459
13.12186978297162,0.5273674781601249
13.2220367278798,0.6096873680935903
13.32220367278798,0.6858951235443151
13.42237061769616,0.7552267594368022
13.522537562604342,0.8169872240040981
13.622704507512521,0.8705573667029768
13.722871452420701,0.9154001452170486
13.823038397328881,0.9510660093223772
13.923205342237061,0.9771974076422026
14.023372287145243,0.9935323721104125
14.123539232053423,0.9999071442094026
14.223706176961603,0.9962578166542193
14.323873121869783,0.98262097406504
14.424040066777964,0.9591333262052398
14.524207011686144,0.92603033746184
14.624373956594324,0.883643866307836
14.724540901502504,0.832398838410873
14.824707846410686,0.7728089867404512
14.924874791318866,0.7054717013792227
15.025041736227045,0.631062040669165
15.125208681135225,0.5503259637310931
15.225375626043405,0.46407285220169275
15.325542570951587,0.3731673961578964
15.425709515859767,0.27852092557246355
15.525876460767947,0.18108227420316547
15.626043405676127,0.08182826750539622
15.726210350584308,-0.018246070072849726
15.826377295492488,-0.11813749024144593
15.926544240400668,-0.21684457846288863
16.026711185308848,-0.31337779316360764
16.12687813021703,-0.4067693859184618
16.227045075125208,-0.49608310315824405
16.32721202003339,-0.5804235721403208
16.42737896494157,-0.6589452770876965
16.52754590984975,-0.7308610355105083
16.62771285475793,-0.7954498897345307
16.72787979966611,-0.852064334523858
16.82804674457429,-0.900136808340685
16.928213689482472,-0.9391853831670398
17.02838063439065,-0.9688185958478881
17.128547579298832,-0.9887393725212175
17.22871452420701,-0.9987480067925693
17.328881469115192,-0.9987441617977472
17.429048414023374,-0.9887278760829411
17.529215358931552,-0.9687995632183035
17.629382303839733,-0.9391590051488379
17.729549248747915,-0.9001033493743045
17.829716193656093,-0.8520241300364605
17.929883138564275,-0.7954033427773265
18.030050083472453,-0.7308086127181689
18.130217028380635,-0.658887504000311
18.230383973288816,-0.580361027934857
18.330550918196995,-0.49601641484227466
18.430717863105176,-0.4066992220443846
